Number,Name,ID
3807,STD1,YOR047C
1470,RAT1,YOR048C
1026,VHS3,YOR054C
1036,SGT1,YOR057W
204,CKA2,YOR061W
354,RPL3,YOR063W
4245,YNG1,YOR064C
1682,CYT1,YOR065W
2,ALG8,YOR067C
2837,VPS5,YOR069W
1177,GYP1,YOR070C
4378,SGO1,YOR073W
1063,CDC21,YOR074C
1612,UFE1,YOR075W
1442,RTS2,YOR077W
3726,BUD21,YOR078W
3469,ATX2,YOR079C
3760,TGL5,YOR081C
106,WHI5,YOR083W
1281,OST3,YOR085W
994,YVC1,YOR087W
4321,VPS21,YOR089C
3109,PTC5,YOR090C
1209,ECM3,YOR092W
1006,ARF3,YOR094W
3047,RKI1,YOR095C
870,NUP1,YOR098C
3021,KTR1,YOR099W
610,CRC1,YOR100C
1582,RAS1,YOR101W
161,PIN2,YOR104W
3802,VAM3,YOR106W
3281,LEU9,YOR108W
1276,TFC7,YOR110W
3263,RPO31,YOR116C
3774,RPT5,YOR117W
3417,GCY1,YOR120W
1246,LEO1,YOR123C
4109,CAT5,YOR125C
664,RGA1,YOR127W
4609,AFI1,YOR129C
3078,ORT1,YOR130C
443,VPS17,YOR132W
3018,EFT1,YOR133W
4158,BAG7,YOR134W
178,IDH2,YOR136W
3356,SIA1,YOR137C
1285,RUP1,YOR138C
3217,SFL1,YOR140W
1869,ARP8,YOR141C
1292,LSC1,YOR142W
190,THI80,YOR143C
3450,MDM32,YOR147W
241,SPP2,YOR148C
462,SMP3,YOR149C
3097,MRPL23,YOR150W
536,RPB2,YOR151C
2965,PDR5,YOR153W
3325,ISN1,YOR155C
1048,NFI1,YOR156C
1045,PET123,YOR158W
535,SME1,YOR159C
3012,MTR10,YOR160W
1102,YRR1,YOR162C
4075,SEY1,YOR165W
3311,RPS28A,YOR167C
1095,GLN4,YOR168W
1963,DCS2,YOR173W
3616,MED4,YOR174W
3888,HEM15,YOR176W
4351,MPC54,YOR177C
4441,GAC1,YOR178C
3267,SYC1,YOR179C
546,DCI1,YOR180C
2932,LAS17,YOR181W
240,SER1,YOR184W
920,GSP2,YOR185C
1513,SPR1,YOR190W
3019,ULS1,YOR191W
958,THI72,YOR192C
761,PEX27,YOR193W
3689,SLK19,YOR195W
3854,LIP5,YOR196C
3076,MCA1,YOR197W
355,BFR1,YOR198C
3910,HIS3,YOR202W
4648,GEP3,YOR205C
3487,NOC2,YOR206W
1222,NPT1,YOR209C
3907,SAS5,YOR213C
1490,AIM41,YOR215C
3262,RFC1,YOR217W
1085,STE13,YOR219C
4270,MCT1,YOR221C
1492,ISU2,YOR226C
1419,WTM2,YOR229W
145,WTM1,YOR230W
3043,MKK1,YOR231W
1163,KIN4,YOR233W
1858,RPL33B,YOR234C
601,ABP140,YOR239W
361,MET7,YOR241W
3753,SSP2,YOR242C
4302,SRL1,YOR247W
3609,APC5,YOR249C
4436,NAT5,YOR253W
4264,SEC63,YOR254C
4078,OSW1,YOR255W
3285,HNT3,YOR258W
3418,GCD1,YOR260W
235,RPN8,YOR261C
1531,DSE3,YOR264W
1056,RBL2,YOR265W
599,PNT1,YOR266W
1801,HRK1,YOR267C
1089,PAC1,YOR269W
1224,VPH1,YOR270C
833,YTM1,YOR272W
3104,TPO4,YOR273C
3528,RIM20,YOR275C
1142,RFM1,YOR279C
3244,FSH3,YOR280C
3705,PLP2,YOR281C
454,RDL2,YOR286W
346,RPS10A,YOR293W
3865,RRS1,YOR294W
3132,UAF30,YOR295W
1768,MBF1,YOR298C-A
1005,RAX1,YOR301W
1540,NA,YOR302W
3632,ISW2,YOR304W
3719,MCH5,YOR306C
1351,SLY41,YOR307C
1451,SNU66,YOR308C
1305,SPS4,YOR313C
4776,SFG1,YOR315W
2942,COT1,YOR316C
586,PMT3,YOR321W
131,PRO2,YOR323C
3492,MYO2,YOR326W
4472,MIP1,YOR330C
1611,VMA4,YOR332W
3243,ALA1,YOR335C
776,KRE5,YOR336W
1151,TEA1,YOR337W
4085,TYE7,YOR344C
3844,REV1,YOR346W
1139,PYK2,YOR347C
4599,PUT4,YOR348C
1353,CIN1,YOR349W
1301,MNE1,YOR350C
3885,MEK1,YOR351C
3423,SOG2,YOR353C
3415,MSC6,YOR354C
1516,GDS1,YOR355W
4724,CIR2,YOR356W
2896,SNX3,YOR357C
399,HAP5,YOR358W
64,PRT1,YOR361C
3463,PRE10,YOR362C
1716,PIP2,YOR363C
369,SCP1,YOR367W
3082,RAD17,YOR368W
3461,RPS12,YOR369C
3041,MRS6,YOR370C
1302,GPB1,YOR371C
734,NUD1,YOR373W
110,ALD4,YOR374W
4851,ATF1,YOR377W
4402,RDR1,YOR380W
594,FRE3,YOR381W
263,FIT2,YOR382W
4052,FDH1,YOR388C
3037,HSP33,YOR391C
3845,ERR1,YOR393W
493,ULA1,YPL003W
3790,AEP3,YPL005W
282,NCR1,YPL006W
1455,TFC8,YPL007C
1468,CHL1,YPL008W
3070,TAF3,YPL011C
3799,RRP12,YPL012W
1525,HST2,YPL015C
3110,CTF19,YPL018W
3547,RAD1,YPL022W
4481,RMI1,YPL024W
683,SKS1,YPL026C
4241,SMA1,YPL027W
3651,ERG10,YPL028W
974,SUV3,YPL029W
2937,TRM44,YPL030W
3273,PHO85,YPL031C
177,SVL3,YPL032C
3229,EGD1,YPL037C
3274,MET31,YPL038W
4520,ISM1,YPL040C
1221,SSN3,YPL042C
820,NOP4,YPL043W
4131,ELC1,YPL046C
4659,SGF11,YPL047W
197,CAM1,YPL048W
3572,DIG1,YPL049C
4501,MNN9,YPL050C
2994,LGE1,YPL055C
800,SUR1,YPL057C
4377,GRX5,YPL059W
3646,MFM1,YPL060W
349,ALD6,YPL061W
3358,TIM50,YPL063W
4343,MUK1,YPL070W
316,UBP16,YPL072W
4162,GCR1,YPL075W
89,ATP4,YPL078C
3042,RPS9A,YPL081W
1544,SEN54,YPL083C
3208,ELP3,YPL086C
499,YDC1,YPL087W
1255,NA,YPL088W
3005,GLR1,YPL091W
3805,SEC62,YPL094C
4037,ERI1,YPL096C-A
516,PNG1,YPL096W
1445,INA17,YPL099C
1410,ATG21,YPL100W
3188,ELP4,YPL101W
520,FMP30,YPL103C
1126,MSD1,YPL104W
1549,SSE1,YPL106C
2998,CAR1,YPL111W
3052,PEX25,YPL112C
4467,NA,YPL113C
58,BEM3,YPL115C
655,HOS3,YPL116W
3064,IDI1,YPL117C
1296,MRP51,YPL118W
211,DBP1,YPL119C
4242,VPS30,YPL120W
1785,KAP120,YPL125W
3457,TBF1,YPL128C
1469,SPO19,YPL130W
4125,RDS2,YPL133C
3812,ODC1,YPL134C
937,ISU1,YPL135W
3165,SPP1,YPL138C
876,PXA1,YPL147W
731,ATG5,YPL149W
3323,RRD2,YPL152W
3998,RAD53,YPL153C
3393,PEP4,YPL154C
1204,KIP2,YPL155C
4485,PRM4,YPL156C
942,TGS1,YPL157W
3347,SVS1,YPL163C
3699,MLH3,YPL164C
3575,SET6,YPL165C
3974,REV3,YPL167C
395,DAP1,YPL170W
925,MRPL40,YPL173W
4058,NIP100,YPL174C
271,SPT14,YPL175W
822,CUP9,YPL177C
779,PPQ1,YPL179W
506,TCO89,YPL180W
2127,CTI6,YPL181W
98,UIP4,YPL186C
3435,POS5,YPL188W
3328,GUP2,YPL189W
1498,PRM3,YPL192C
3917,RSA1,YPL193W
3983,DDC1,YPL194W
3818,APL5,YPL195W
3164,OXR1,YPL196W
274,RPL7B,YPL198W
3421,AFT2,YPL202C
4422,HRR25,YPL204W
1178,IPL1,YPL209C
3057,SRP72,YPL210C
3718,NIP7,YPL211W
331,PUS1,YPL212C
3947,LEA1,YPL213W
4398,THI6,YPL214C
3921,CBP3,YPL215W
3576,PCL8,YPL219W
4112,RPL1A,YPL220W
571,GRE1,YPL223C
1527,MMT2,YPL224C
3004,NEW1,YPL226W
742,FAS2,YPL231W
1007,SSO1,YPL232W
4358,NSL1,YPL233W
3437,VMA11,YPL234C
1536,YAR1,YPL239W
986,HSP82,YPL240C
1329,CIN2,YPL241C
3307,IQG1,YPL242C
3382,HUT1,YPL244C
3478,RBD2,YPL246C
1416,GAL4,YPL248C
20,GYP5,YPL249C
505,VIK1,YPL253C
801,HFI1,YPL254W
1471,CLN2,YPL256C
3000,THI21,YPL258C
2794,APM1,YPL259C
2938,FUM1,YPL262W
3700,KEL3,YPL263C
2859,DIP5,YPL265W
3962,PLC1,YPL268W
1295,KAR9,YPL269W
4570,MDL2,YPL270W
113,ATP15,YPL271W
4506,ERR2,YPL281C
1443,YRF1-7,YPL283C
3934,PDH1,YPR002W
4383,HAL1,YPR005C
3652,REC8,YPR007C
4393,SUT2,YPR009W
4104,RPA135,YPR010C
3152,TIF6,YPR016C
1615,DSS4,YPR017C
4730,RLF2,YPR018W
3936,AGC1,YPR021C
1248,ATH1,YPR026W
3455,YOP1,YPR028W
2923,APL4,YPR029C
3357,NTO1,YPR031W
13,GLN1,YPR035W
206,VMA13,YPR036W
2990,SPO24,YPR036W-A
1319,ERV2,YPR037C
1172,TIP41,YPR040W
332,TIF5,YPR041W
840,MCM16,YPR046W
2810,TAH18,YPR048W
4335,ATG11,YPR049C
1602,SMK1,YPR054W
496,SEC8,YPR055W
3284,TFB4,YPR056W
3030,BRR1,YPR057W
795,ARO7,YPR060C
3153,JID1,YPR061C
811,FCY1,YPR062W
3556,ROX1,YPR065W
1345,UBA3,YPR066W
1040,MED1,YPR070W
789,NOT5,YPR072W
902,LTP1,YPR073C
519,TKL1,YPR074C
3655,OPY2,YPR075C
3991,NA,YPR078C
101,TEF1,YPR080W
3704,GRS2,YPR081C
857,MDM36,YPR083W
3395,RDS3,YPR094W
3062,SYT1,YPR095C
254,RPL11A,YPR102C
3949,FHL1,YPR104C
4556,COG4,YPR105C
3107,ISR1,YPR106W
3590,YTH1,YPR107C
623,RPN7,YPR108W
4285,RPC40,YPR110C
1011,DBF20,YPR111W
681,MRD1,YPR112C
195,PIS1,YPR113W
670,CLB2,YPR119W
4387,CLB5,YPR120C
3180,THI22,YPR121W
945,CTR1,YPR124W
1444,ANT1,YPR128C
3525,NAT3,YPR131C
3449,RPS23B,YPR132W
250,SPN1,YPR133C
4652,TOM5,YPR133W-A
175,CTF4,YPR135W
326,MEP3,YPR138C
1657,KAR3,YPR141C
4494,NOC4,YPR144C
3559,ASN1,YPR145W
4130,SUE1,YPR151C
367,PIN3,YPR154W
835,KRE6,YPR159W
1076,GPH1,YPR160W
1141,TIF3,YPR163C
3486,MMS1,YPR164W
23,MET16,YPR167C
2892,VPS4,YPR173C
3237,BET2,YPR176C
1751,HDA3,YPR179C
1618,DPM1,YPR183W
706,GDB1,YPR184W
1104,PZF1,YPR186C
1520,RPO26,YPR187W
3571,MLC2,YPR188C
3722,SKI3,YPR189W
3361,RPC82,YPR190C
92,QCR2,YPR191W
3732,HPA2,YPR193C
3394,OPT2,YPR194C
4022,ARR1,YPR199C
4502,ARR2,YPR200C
